race_cat,educ_cat,death_cat,date,date_start,model,standard_error,segment,mpc,mpc_lower,mpc_upper,mpc_pval,modeled_n_deaths
Total,Less than HS,Drug poisoning,2018-10-31,2018-10-01,1.6687100000000001,0.19103,NA,NA,NA,NA,NA,71.85730584890001
Total,Less than HS,Drug poisoning,2018-11-30,2018-11-01,1.68724,0.19382,NA,NA,NA,NA,NA,72.6118244264
Total,Less than HS,Drug poisoning,2018-12-31,2018-12-01,1.7059899999999997,0.21484000000000003,NA,NA,NA,NA,NA,73.37340158719998
Total,Less than HS,Drug poisoning,2019-01-31,2019-01-01,1.72494,0.19662,NA,NA,NA,NA,NA,74.14256128859999
Total,Less than HS,Drug poisoning,2019-02-28,2019-02-01,1.7441,0.19523000000000001,NA,NA,NA,NA,NA,74.92423378800001
Total,Less than HS,Drug poisoning,2019-03-31,2019-03-01,1.7634699999999999,0.18957,NA,NA,NA,NA,NA,75.7094527523
Total,Less than HS,Drug poisoning,2019-04-30,2019-04-01,1.7830599999999999,0.21131000000000003,NA,NA,NA,NA,NA,76.5046142616
Total,Less than HS,Drug poisoning,2019-05-31,2019-05-01,1.80287,0.20343000000000003,NA,NA,NA,NA,NA,77.3066509399
Total,Less than HS,Drug poisoning,2019-06-30,2019-06-01,1.82289,0.21259000000000003,NA,NA,NA,NA,NA,78.11820097559999
Total,Less than HS,Drug poisoning,2019-07-31,2019-07-01,1.84314,0.21131000000000003,NA,NA,NA,NA,NA,78.9391242354
Total,Less than HS,Drug poisoning,2019-08-31,2019-08-01,1.8636199999999998,0.23911000000000002,NA,NA,NA,NA,NA,79.7672968708
Total,Less than HS,Drug poisoning,2019-09-30,2019-09-01,1.88432,0.20476000000000003,NA,NA,NA,NA,NA,80.6053870512
Total,Less than HS,Drug poisoning,2019-10-31,2019-10-01,1.9052499999999999,0.19384,NA,NA,NA,NA,NA,81.45063780749999
Total,Less than HS,Drug poisoning,2019-11-30,2019-11-01,1.92641,0.20074000000000003,NA,NA,NA,NA,NA,82.306252532
Total,Less than HS,Drug poisoning,2019-12-31,2019-12-01,1.9478099999999998,0.20476000000000003,NA,NA,NA,NA,NA,83.16940284329999
Total,Less than HS,Drug poisoning,2020-01-31,2020-01-01,1.96945,0.20292000000000002,NA,NA,NA,NA,NA,84.0416505425
Total,Less than HS,Drug poisoning,2020-02-29,2020-02-01,1.9913199999999998,0.22254000000000002,NA,NA,NA,NA,NA,84.92595475239999
Total,Less than HS,Drug poisoning,2020-03-31,2020-03-01,2.0134399999999997,0.21620000000000003,1,10.351,-1.367,23.46,0.08416,85.81641685759999
Total,Less than HS,Drug poisoning,2020-04-30,2020-04-01,2.22185,0.22502,NA,NA,NA,NA,NA,94.642722466
Total,Less than HS,Drug poisoning,2020-05-31,2020-05-01,2.4518199999999997,0.24852000000000002,NA,NA,NA,NA,NA,104.37419806379998
Total,Less than HS,Drug poisoning,2020-06-30,2020-06-01,2.7056,0.25186000000000003,NA,NA,NA,NA,NA,115.108832096
Total,Less than HS,Drug poisoning,2020-07-31,2020-07-01,2.9856499999999997,0.2584,NA,NA,NA,NA,NA,126.945001247
Total,Less than HS,Drug poisoning,2020-08-31,2020-08-01,3.29469,0.28600000000000003,2,-10.255,-24.293,6.386,0.20741,139.9983298959
Total,Less than HS,Drug poisoning,2020-09-30,2020-09-01,2.9568299999999996,0.26161,NA,NA,NA,NA,NA,125.56675342439998
Total,Less than HS,Drug poisoning,2020-10-31,2020-10-01,2.65361,0.24056000000000002,NA,NA,NA,NA,NA,112.620269844
Total,Less than HS,Drug poisoning,2020-11-30,2020-11-01,2.38149,0.24400000000000002,NA,NA,NA,NA,NA,101.0108269053
Total,Less than HS,Heroin,2016-01-31,2016-01-03,0.19922,0.03058,0,1.188,0.682,1.695,2e-5,9.219527066400001
Total,Less than HS,Heroin,2016-02-29,2016-02-01,0.20158,0.048350000000000004,NA,NA,NA,NA,NA,9.327564186600002
Total,Less than HS,Heroin,2016-03-31,2016-03-01,0.20398000000000002,0.07796000000000002,NA,NA,NA,NA,NA,9.437342759600002
Total,Less than HS,Heroin,2016-04-30,2016-04-01,0.20640000000000003,0.08374000000000001,NA,NA,NA,NA,NA,9.548059872000001
Total,Less than HS,Heroin,2016-05-31,2016-05-01,0.20885,0.07490000000000001,NA,NA,NA,NA,NA,9.6600915105
Total,Less than HS,Heroin,2016-06-30,2016-06-01,0.21133000000000002,0.06116,NA,NA,NA,NA,NA,9.773522214400002
Total,Less than HS,Heroin,2016-07-31,2016-07-01,0.21384000000000003,0.06838,NA,NA,NA,NA,NA,9.8530158672
Total,Less than HS,Heroin,2016-08-31,2016-08-01,0.21638000000000002,0.07490000000000001,NA,NA,NA,NA,NA,9.931792232600001
Total,Less than HS,Heroin,2016-09-30,2016-09-01,0.21895000000000003,0.043250000000000004,NA,NA,NA,NA,NA,10.012290107000002
Total,Less than HS,Heroin,2016-10-31,2016-10-01,0.22155,0.06116,NA,NA,NA,NA,NA,10.092014583
Total,Less than HS,Heroin,2016-11-30,2016-11-01,0.22418,0.048350000000000004,NA,NA,NA,NA,NA,10.173456535
Total,Less than HS,Heroin,2016-12-31,2016-12-01,0.22684000000000001,0.06487,NA,NA,NA,NA,NA,10.254064018000001
Total,Less than HS,Heroin,2017-01-31,2017-01-01,0.22954000000000002,0.07159000000000001,NA,NA,NA,NA,NA,10.3355297156
Total,Less than HS,Heroin,2017-02-28,2017-02-01,0.23226000000000002,0.050620000000000005,NA,NA,NA,NA,NA,10.420911614400001
Total,Less than HS,Heroin,2017-03-31,2017-03-01,0.23502,0.07159000000000001,NA,NA,NA,NA,NA,10.5031942128
Total,Less than HS,Heroin,2017-04-30,2017-04-01,0.23781000000000002,0.06403,NA,NA,NA,NA,NA,10.5871894293
Total,Less than HS,Heroin,2017-05-31,2017-05-01,0.24064000000000002,0.07159000000000001,NA,NA,NA,NA,NA,10.670632140800002
Total,Less than HS,Heroin,2017-06-30,2017-06-01,0.24349000000000004,0.08471000000000001,NA,NA,NA,NA,NA,10.755347753800002
Total,Less than HS,Heroin,2017-07-31,2017-07-01,0.24639000000000003,0.09605,NA,NA,NA,NA,NA,10.8630295764
Total,Less than HS,Heroin,2017-08-31,2017-08-01,0.24931000000000003,0.08471000000000001,NA,NA,NA,NA,NA,10.970420340300002
Total,Less than HS,Heroin,2017-09-30,2017-09-01,0.25227,0.07159000000000001,NA,NA,NA,NA,NA,11.0797665129
Total,Less than HS,Heroin,2017-10-31,2017-10-01,0.25527,0.07508000000000001,NA,NA,NA,NA,NA,11.1896711055
Total,Less than HS,Heroin,2017-11-30,2017-11-01,0.25830000000000003,0.07508000000000001,NA,NA,NA,NA,NA,11.301087357
Total,Less than HS,Heroin,2017-12-31,2017-12-01,0.26137000000000005,0.07508000000000001,NA,NA,NA,NA,NA,11.413024239200002
Total,Less than HS,Heroin,2018-01-31,2018-01-01,0.26447000000000004,0.06949999999999999,NA,NA,NA,NA,NA,11.525745413800001
Total,Less than HS,Heroin,2018-02-28,2018-02-01,0.26761,0.06129,NA,NA,NA,NA,NA,11.641891352
Total,Less than HS,Heroin,2018-03-31,2018-03-01,0.27079,0.06949999999999999,NA,NA,NA,NA,NA,11.7570464882
Total,Less than HS,Heroin,2018-04-30,2018-04-01,0.274,0.07683000000000001,NA,NA,NA,NA,NA,11.87371328
Total,Less than HS,Heroin,2018-05-31,2018-05-01,0.27726,0.07326000000000002,NA,NA,NA,NA,NA,11.9912426934
Total,Less than HS,Heroin,2018-06-30,2018-06-01,0.28055,0.09267,NA,NA,NA,NA,NA,12.1102858265
Total,Less than HS,Heroin,2018-07-31,2018-07-01,0.2838800000000001,0.08353000000000001,NA,NA,NA,NA,NA,12.246725140000002
Total,Less than HS,Heroin,2018-08-31,2018-08-01,0.28725,0.08353000000000001,NA,NA,NA,NA,NA,12.3844706475
Total,Less than HS,Heroin,2018-09-30,2018-09-01,0.29066000000000003,0.08353000000000001,NA,NA,NA,NA,NA,12.524010398800002
Total,Less than HS,Heroin,2018-10-31,2018-10-01,0.29412000000000005,0.06949999999999999,NA,NA,NA,NA,NA,12.665274850800001
Total,Less than HS,Heroin,2018-11-30,2018-11-01,0.29761000000000004,0.09829000000000002,NA,NA,NA,NA,NA,12.807902294600003
Total,Less than HS,Heroin,2018-12-31,2018-12-01,0.30113999999999996,0.07683000000000001,NA,NA,NA,NA,NA,12.951814579199999
Total,Less than HS,Heroin,2019-01-31,2019-01-01,0.30472,0.061739999999999996,NA,NA,NA,NA,NA,13.0976852968
Total,Less than HS,Heroin,2019-02-28,2019-02-01,0.30834,0.07001,NA,NA,NA,NA,NA,13.2458793912
Total,Less than HS,Heroin,2019-03-31,2019-03-01,0.312,0.09621,NA,NA,NA,NA,NA,13.394812080000001
Total,Less than HS,Heroin,2019-04-30,2019-04-01,0.3157,0.08414,NA,NA,NA,NA,NA,13.545537852
Total,Less than HS,Heroin,2019-05-31,2019-05-01,0.31945,0.08414,NA,NA,NA,NA,NA,13.6979425265
Total,Less than HS,Heroin,2019-06-30,2019-06-01,0.32325,0.09621,NA,NA,NA,NA,NA,13.85256843
Total,Less than HS,Heroin,2019-07-31,2019-07-01,0.32709,0.08414,NA,NA,NA,NA,NA,14.008810044899999
Total,Less than HS,Heroin,2019-08-31,2019-08-01,0.33097,0.11899,NA,NA,NA,NA,NA,14.1662904698
Total,Less than HS,Heroin,2019-09-30,2019-09-01,0.3349,0.07739000000000001,NA,NA,NA,NA,NA,14.325987158999999
Total,Less than HS,Heroin,2019-10-31,2019-10-01,0.33888,0.066,NA,NA,NA,NA,NA,14.4873334944
Total,Less than HS,Heroin,2019-11-30,2019-11-01,0.3429,0.08414,NA,NA,NA,NA,NA,14.650471079999999
Total,Less than HS,Heroin,2019-12-31,2019-12-01,0.34697,0.052180000000000004,NA,NA,NA,NA,NA,14.8152477421
Total,Less than HS,Heroin,2020-01-31,2020-01-01,0.35108999999999996,0.08505,NA,NA,NA,NA,NA,14.981940688499998
Total,Less than HS,Heroin,2020-02-29,2020-02-01,0.35525999999999996,0.08826,NA,NA,NA,NA,NA,15.1511533482
Total,Less than HS,Heroin,2020-03-31,2020-03-01,0.35948,0.10282000000000001,NA,NA,NA,NA,NA,15.321681069200002
Total,Less than HS,Heroin,2020-04-30,2020-04-01,0.36374999999999996,0.07077000000000001,NA,NA,NA,NA,NA,15.494425949999998
Total,Less than HS,Heroin,2020-05-31,2020-05-01,0.36807,0.09436,NA,NA,NA,NA,NA,15.6687730263
Total,Less than HS,Heroin,2020-06-30,2020-06-01,0.37244,0.09136,NA,NA,NA,NA,NA,15.8453331704
Total,Less than HS,Heroin,2020-07-31,2020-07-01,0.37687000000000004,0.08826,NA,NA,NA,NA,NA,16.023901870600003
Total,Less than HS,Heroin,2020-08-31,2020-08-01,0.38134,0.11064,NA,NA,NA,NA,NA,16.2039412274
Total,Less than HS,Heroin,2020-09-30,2020-09-01,0.38587000000000005,0.10549000000000001,NA,NA,NA,NA,NA,16.386617811600004
Total,Less than HS,Heroin,2020-10-31,2020-10-01,0.39045,0.08826,NA,NA,NA,NA,NA,16.57085418
Total,Less than HS,Heroin,2020-11-30,2020-11-01,0.39509,0.08826,NA,NA,NA,NA,NA,16.7577304973
Total,Less than HS,Intentional drug poisoning,2016-01-31,2016-01-03,0.09074,0.043250000000000004,0,-0.82,-1.678,0.047,0.06312,4.1992766088
Total,Less than HS,Intentional drug poisoning,2016-02-29,2016-02-01,0.08999,0.043250000000000004,NA,NA,NA,NA,NA,4.1640415773
Total,Less than HS,Intentional drug poisoning,2016-03-31,2016-03-01,0.08926,0.02162,NA,NA,NA,NA,NA,4.1297049452
Total,Less than HS,Intentional drug poisoning,2016-04-30,2016-04-01,0.08853,0.06116,NA,NA,NA,NA,NA,4.0953960294
Total,Less than HS,Intentional drug poisoning,2016-05-31,2016-05-01,0.0878,0.02162,NA,NA,NA,NA,NA,4.061077494
Total,Less than HS,Intentional drug poisoning,2016-06-30,2016-06-01,0.08708,0.03745,NA,NA,NA,NA,NA,4.027247974400001
Total,Less than HS,Intentional drug poisoning,2016-07-31,2016-07-01,0.08637,0.03745,NA,NA,NA,NA,NA,3.9796342146
Total,Less than HS,Intentional drug poisoning,2016-08-31,2016-08-01,0.08566000000000001,0.043250000000000004,NA,NA,NA,NA,NA,3.9317742982000006
Total,Less than HS,Intentional drug poisoning,2016-09-30,2016-09-01,0.08496000000000001,0.02162,NA,NA,NA,NA,NA,3.8851069536000002
Total,Less than HS,Intentional drug poisoning,2016-10-31,2016-10-01,0.08426000000000002,0.02162,NA,NA,NA,NA,NA,3.8381997236000007
Total,Less than HS,Intentional drug poisoning,2016-11-30,2016-11-01,0.08357,0.043250000000000004,NA,NA,NA,NA,NA,3.7924692775000004
Total,Less than HS,Intentional drug poisoning,2016-12-31,2016-12-01,0.08288,0.03745,NA,NA,NA,NA,NA,3.7465033759999997
Total,Less than HS,Intentional drug poisoning,2017-01-31,2017-01-01,0.08221,0.050620000000000005,NA,NA,NA,NA,NA,3.7016811794
Total,Less than HS,Intentional drug poisoning,2017-02-28,2017-02-01,0.08153,0.022639999999999997,NA,NA,NA,NA,NA,3.6580423832
Total,Less than HS,Intentional drug poisoning,2017-03-31,2017-03-01,0.08086,0.03202,NA,NA,NA,NA,NA,3.6136851504
Total,Less than HS,Intentional drug poisoning,2017-04-30,2017-04-01,0.08020000000000001,0.03202,NA,NA,NA,NA,NA,3.5704663060000006
Total,Less than HS,Intentional drug poisoning,2017-05-31,2017-05-01,0.07954,0.03202,NA,NA,NA,NA,NA,3.5270199488
Total,Less than HS,Intentional drug poisoning,2017-06-30,2017-06-01,0.07889000000000002,0.03921,NA,NA,NA,NA,NA,3.484699101800001
Total,Less than HS,Intentional drug poisoning,2017-07-31,2017-07-01,0.07824000000000002,0.022639999999999997,NA,NA,NA,NA,NA,3.449504582400001
Total,Less than HS,Intentional drug poisoning,2017-08-31,2017-08-01,0.07760000000000002,0.045279999999999994,NA,NA,NA,NA,NA,3.414642888000001
Total,Less than HS,Intentional drug poisoning,2017-09-30,2017-09-01,0.07697000000000001,0.050620000000000005,NA,NA,NA,NA,NA,3.3805431819000007
Total,Less than HS,Intentional drug poisoning,2017-10-31,2017-10-01,0.07634,0.05545,NA,NA,NA,NA,NA,3.3463371810000004
Total,Less than HS,Intentional drug poisoning,2017-11-30,2017-11-01,0.07571000000000001,0.03202,NA,NA,NA,NA,NA,3.3124480209000007
Total,Less than HS,Intentional drug poisoning,2017-12-31,2017-12-01,0.07509000000000002,0.0071600000000000006,NA,NA,NA,NA,NA,3.278891954400001
Total,Less than HS,Intentional drug poisoning,2018-01-31,2018-01-01,0.07447000000000001,0.00733,NA,NA,NA,NA,NA,3.2454428138
Total,Less than HS,Intentional drug poisoning,2018-02-28,2018-02-01,0.07386000000000001,0.040130000000000006,NA,NA,NA,NA,NA,3.2131463520000003
Total,Less than HS,Intentional drug poisoning,2018-03-31,2018-03-01,0.07326000000000002,0.00733,NA,NA,NA,NA,NA,3.1807719108000008
Total,Less than HS,Intentional drug poisoning,2018-04-30,2018-04-01,0.07266000000000002,0.05675,NA,NA,NA,NA,NA,3.1487007552000006
Total,Less than HS,Intentional drug poisoning,2018-05-31,2018-05-01,0.07206000000000001,0.040130000000000006,NA,NA,NA,NA,NA,3.1165294254000004
Total,Less than HS,Intentional drug poisoning,2018-06-30,2018-06-01,0.07147,0.040130000000000006,NA,NA,NA,NA,NA,3.0850904581000003
Total,Less than HS,Intentional drug poisoning,2018-07-31,2018-07-01,0.07089000000000001,0.040130000000000006,NA,NA,NA,NA,NA,3.0582300450000006
Total,Less than HS,Intentional drug poisoning,2018-08-31,2018-08-01,0.07031,0.040130000000000006,NA,NA,NA,NA,NA,3.0313390121
Total,Less than HS,Intentional drug poisoning,2018-09-30,2018-09-01,0.06973,0.02317,NA,NA,NA,NA,NA,3.0045387914
Total,Less than HS,Intentional drug poisoning,2018-10-31,2018-10-01,0.06916,0.04633,NA,NA,NA,NA,NA,2.9781395643999997
Total,Less than HS,Intentional drug poisoning,2018-11-30,2018-11-01,0.06859000000000001,0.040130000000000006,NA,NA,NA,NA,NA,2.9518296374000004
Total,Less than HS,Intentional drug poisoning,2018-12-31,2018-12-01,0.06803000000000001,0.04633,NA,NA,NA,NA,NA,2.9259213184000004
Total,Less than HS,Intentional drug poisoning,2019-01-31,2019-01-01,0.06747,0.04042,NA,NA,NA,NA,NA,2.9000420943
Total,Less than HS,Intentional drug poisoning,2019-02-28,2019-02-01,0.06692000000000001,0.02334,NA,NA,NA,NA,NA,2.8747948656
Total,Less than HS,Intentional drug poisoning,2019-03-31,2019-03-01,0.06637,0.04667,NA,NA,NA,NA,NA,2.8494028133
Total,Less than HS,Intentional drug poisoning,2019-04-30,2019-04-01,0.06583,0.04042,NA,NA,NA,NA,NA,2.8245256788
Total,Less than HS,Intentional drug poisoning,2019-05-31,2019-05-01,0.06529000000000001,0.033,NA,NA,NA,NA,NA,2.7996201833000005
Total,Less than HS,Intentional drug poisoning,2019-06-30,2019-06-01,0.06475,0.052180000000000004,NA,NA,NA,NA,NA,2.77479909
Total,Less than HS,Intentional drug poisoning,2019-07-31,2019-07-01,0.06422000000000001,0.033,NA,NA,NA,NA,NA,2.750453334200001
Total,Less than HS,Intentional drug poisoning,2019-08-31,2019-08-01,0.06369000000000001,0.05716,NA,NA,NA,NA,NA,2.7260810346000004
Total,Less than HS,Intentional drug poisoning,2019-09-30,2019-09-01,0.06317,0.02334,NA,NA,NA,NA,NA,2.7022174047000003
Total,Less than HS,Intentional drug poisoning,2019-10-31,2019-10-01,0.06265,0.02334,NA,NA,NA,NA,NA,2.6783269694999996
Total,Less than HS,Intentional drug poisoning,2019-11-30,2019-11-01,0.06214,0.033,NA,NA,NA,NA,NA,2.654943928
Total,Less than HS,Intentional drug poisoning,2019-12-31,2019-12-01,0.061630000000000004,0.02334,NA,NA,NA,NA,NA,2.6315350559
Total,Less than HS,Intentional drug poisoning,2020-01-31,2020-01-01,0.061130000000000004,0.0074600000000000005,NA,NA,NA,NA,NA,2.6085790945000005
Total,Less than HS,Intentional drug poisoning,2020-02-29,2020-02-01,0.06062,0.04086,NA,NA,NA,NA,NA,2.5853260034
Total,Less than HS,Intentional drug poisoning,2020-03-31,2020-03-01,0.06013,0.02359,NA,NA,NA,NA,NA,2.5628482327000004
Total,Less than HS,Intentional drug poisoning,2020-04-30,2020-04-01,0.059640000000000006,0.02359,NA,NA,NA,NA,NA,2.5404469104
Total,Less than HS,Intentional drug poisoning,2020-05-31,2020-05-01,0.05915000000000001,0.02359,NA,NA,NA,NA,NA,2.5180208235
Total,Less than HS,Intentional drug poisoning,2020-06-30,2020-06-01,0.058660000000000004,0.03336,NA,NA,NA,NA,NA,2.4956697556000003
Total,Less than HS,Intentional drug poisoning,2020-07-31,2020-07-01,0.05818,0.04086,NA,NA,NA,NA,NA,2.4737193484
Total,Less than HS,Intentional drug poisoning,2020-08-31,2020-08-01,0.0577,0.02359,NA,NA,NA,NA,NA,2.451794747
Total,Less than HS,Intentional drug poisoning,2020-09-30,2020-09-01,0.05723,0.03336,NA,NA,NA,NA,NA,2.4303680964
Total,Less than HS,Intentional drug poisoning,2020-10-31,2020-10-01,0.05676,0.03336,NA,NA,NA,NA,NA,2.408917104
Total,Less than HS,Intentional drug poisoning,2020-11-30,2020-11-01,0.0563,0.03336,NA,NA,NA,NA,NA,2.3879628110000004
Total,Less than HS,Methamphetamine,2016-01-31,2016-01-03,0.51211,0.10142000000000001,0,2.056,1.723,2.39,0,23.699488033199994
Total,Less than HS,Methamphetamine,2016-02-29,2016-02-01,0.5226400000000001,0.10593000000000001,NA,NA,NA,NA,NA,24.183739192800005
Total,Less than HS,Methamphetamine,2016-03-31,2016-03-01,0.53338,0.09670000000000001,NA,NA,NA,NA,NA,24.677369747599997
Total,Less than HS,Methamphetamine,2016-04-30,2016-04-01,0.54434,0.12792,NA,NA,NA,NA,NA,25.181157513200002
Total,Less than HS,Methamphetamine,2016-05-31,2016-05-01,0.55553,0.11843,NA,NA,NA,NA,NA,25.6953346269
Total,Less than HS,Methamphetamine,2016-06-30,2016-06-01,0.5669500000000001,0.11843,NA,NA,NA,NA,NA,26.220122176000004
Total,Less than HS,Methamphetamine,2016-07-31,2016-07-01,0.5786100000000001,0.12232000000000001,NA,NA,NA,NA,NA,26.6603699538
Total,Less than HS,Methamphetamine,2016-08-31,2016-08-01,0.5904999999999999,0.13503,NA,NA,NA,NA,NA,27.103814184999997
Total,Less than HS,Methamphetamine,2016-09-30,2016-09-01,0.6026400000000001,0.10370000000000001,NA,NA,NA,NA,NA,27.557919662400003
Total,Less than HS,Methamphetamine,2016-10-31,2016-10-01,0.61503,0.09909,NA,NA,NA,NA,NA,28.0157604558
Total,Less than HS,Methamphetamine,2016-11-30,2016-11-01,0.6276700000000001,0.11644,NA,NA,NA,NA,NA,28.4841353525
Total,Less than HS,Methamphetamine,2016-12-31,2016-12-01,0.64057,0.11234999999999999,NA,NA,NA,NA,NA,28.956294251499997
Total,Less than HS,Methamphetamine,2017-01-31,2017-01-01,0.6537400000000001,0.12400000000000001,NA,NA,NA,NA,NA,29.436042503600007
Total,Less than HS,Methamphetamine,2017-02-28,2017-02-01,0.6671799999999999,0.09605,NA,NA,NA,NA,NA,29.934658619199993
Total,Less than HS,Methamphetamine,2017-03-31,2017-03-01,0.68089,0.10374000000000001,NA,NA,NA,NA,NA,30.4294098696
Total,Less than HS,Methamphetamine,2017-04-30,2017-04-01,0.69489,0.11544,NA,NA,NA,NA,NA,30.936176201699997
Total,Less than HS,Methamphetamine,2017-05-31,2017-05-01,0.70917,0.13005,NA,NA,NA,NA,NA,31.446526742399996
Total,Less than HS,Methamphetamine,2017-06-30,2017-06-01,0.72375,0.13201000000000002,NA,NA,NA,NA,NA,31.969209975
Total,Less than HS,Methamphetamine,2017-07-31,2017-07-01,0.73863,0.14496000000000003,NA,NA,NA,NA,NA,32.565280798799996
Total,Less than HS,Methamphetamine,2017-08-31,2017-08-01,0.75381,0.13583,NA,NA,NA,NA,NA,33.1699994253
Total,Less than HS,Methamphetamine,2017-09-30,2017-09-01,0.7693099999999999,0.13956000000000002,NA,NA,NA,NA,NA,33.788302913699994
Total,Less than HS,Methamphetamine,2017-10-31,2017-10-01,0.7851199999999999,0.14318,NA,NA,NA,NA,NA,34.415460407999994
Total,Less than HS,Methamphetamine,2017-11-30,2017-11-01,0.80126,0.08768000000000001,NA,NA,NA,NA,NA,35.0565592554
Total,Less than HS,Methamphetamine,2017-12-31,2017-12-01,0.8177300000000001,0.13956000000000002,NA,NA,NA,NA,NA,35.7071290168
Total,Less than HS,Methamphetamine,2018-01-31,2018-01-01,0.8345400000000001,0.12898,NA,NA,NA,NA,NA,36.3697038516
Total,Less than HS,Methamphetamine,2018-02-28,2018-02-01,0.8516900000000002,0.11349000000000001,NA,NA,NA,NA,NA,37.051240408000005
Total,Less than HS,Methamphetamine,2018-03-31,2018-03-01,0.8692000000000001,0.12475000000000001,NA,NA,NA,NA,NA,37.738560536
Total,Less than HS,Methamphetamine,2018-04-30,2018-04-01,0.88707,0.12689,NA,NA,NA,NA,NA,38.4409300704
Total,Less than HS,Methamphetamine,2018-05-31,2018-05-01,0.9053,0.13508,NA,NA,NA,NA,NA,39.153401177
Total,Less than HS,Methamphetamine,2018-06-30,2018-06-01,0.92391,0.15191000000000004,NA,NA,NA,NA,NA,39.881711559299994
Total,Less than HS,Methamphetamine,2018-07-31,2018-07-01,0.94291,0.17945000000000003,NA,NA,NA,NA,NA,40.677608855
Total,Less than HS,Methamphetamine,2018-08-31,2018-08-01,0.96229,0.17490000000000003,NA,NA,NA,NA,NA,41.488084453899994
Total,Less than HS,Methamphetamine,2018-09-30,2018-09-01,0.98207,0.13508,NA,NA,NA,NA,NA,42.3156089326
Total,Less than HS,Methamphetamine,2018-10-31,2018-10-01,1.00226,0.13508,NA,NA,NA,NA,NA,43.1589091934
Total,Less than HS,Methamphetamine,2018-11-30,2018-11-01,1.0228599999999999,0.14834000000000003,NA,NA,NA,NA,NA,44.019659759599996
Total,Less than HS,Methamphetamine,2018-12-31,2018-12-01,1.0438899999999998,0.16216,NA,NA,NA,NA,NA,44.89695729919999
Total,Less than HS,Methamphetamine,2019-01-31,2019-01-01,1.06534,0.16335,NA,NA,NA,NA,NA,45.7911789646
Total,Less than HS,Methamphetamine,2019-02-28,2019-02-01,1.08724,0.14758000000000002,NA,NA,NA,NA,NA,46.7063952432
Total,Less than HS,Methamphetamine,2019-03-31,2019-03-01,1.1095899999999999,0.14573000000000003,NA,NA,NA,NA,NA,47.637017743099996
Total,Less than HS,Methamphetamine,2019-04-30,2019-04-01,1.1324,0.16335,NA,NA,NA,NA,NA,48.587162064000005
Total,Less than HS,Methamphetamine,2019-05-31,2019-05-01,1.15568,0.14942000000000003,NA,NA,NA,NA,NA,49.5552925936
Total,Less than HS,Methamphetamine,2019-06-30,2019-06-01,1.17944,0.17462,NA,NA,NA,NA,NA,50.5437689376
Total,Less than HS,Methamphetamine,2019-07-31,2019-07-01,1.2036799999999999,0.17148000000000002,NA,NA,NA,NA,NA,51.551941284799994
Total,Less than HS,Methamphetamine,2019-08-31,2019-08-01,1.2284199999999998,0.17462,NA,NA,NA,NA,NA,52.579250502799994
Total,Less than HS,Methamphetamine,2019-09-30,2019-09-01,1.2536699999999998,0.16166999999999998,NA,NA,NA,NA,NA,53.62812875969999
Total,Less than HS,Methamphetamine,2019-10-31,2019-10-01,1.27945,0.15123000000000003,NA,NA,NA,NA,NA,54.697293553499996
Total,Less than HS,Methamphetamine,2019-11-30,2019-11-01,1.30575,0.15123000000000003,NA,NA,NA,NA,NA,55.7884299
Total,Less than HS,Methamphetamine,2019-12-31,2019-12-01,1.33259,0.14942000000000003,NA,NA,NA,NA,NA,56.9001671287
Total,Less than HS,Methamphetamine,2020-01-31,2020-01-01,1.35998,0.15468,NA,NA,NA,NA,NA,58.033950546999996
Total,Less than HS,Methamphetamine,2020-02-29,2020-02-01,1.38794,0.17965,NA,NA,NA,NA,NA,59.1929622758
Total,Less than HS,Methamphetamine,2020-03-31,2020-03-01,1.41647,0.17965,NA,NA,NA,NA,NA,60.37248688129999
Total,Less than HS,Methamphetamine,2020-04-30,2020-04-01,1.4455799999999999,0.17494000000000004,NA,NA,NA,NA,NA,61.57644608879999
Total,Less than HS,Methamphetamine,2020-05-31,2020-05-01,1.4752999999999998,0.18723,NA,NA,NA,NA,NA,62.80365377699999
Total,Less than HS,Methamphetamine,2020-06-30,2020-06-01,1.5056199999999997,0.20966,NA,NA,NA,NA,NA,64.05609098919999
Total,Less than HS,Methamphetamine,2020-07-31,2020-07-01,1.53657,0.20966,NA,NA,NA,NA,NA,65.3324671566
Total,Less than HS,Methamphetamine,2020-08-31,2020-08-01,1.56816,0.22378,NA,NA,NA,NA,NA,66.63442721759999
Total,Less than HS,Methamphetamine,2020-09-30,2020-09-01,1.6004,0.20564000000000002,NA,NA,NA,NA,NA,67.96367467200001
Total,Less than HS,Methamphetamine,2020-10-31,2020-10-01,1.63329,0.17494000000000004,NA,NA,NA,NA,NA,69.317480916
Total,Less than HS,Methamphetamine,2020-11-30,2020-11-01,1.66687,0.20154000000000002,NA,NA,NA,NA,NA,70.70024104390001
Total,Less than HS,Natural opioid,2016-01-31,2016-01-03,0.23568,0.07171000000000001,0,-0.407,-0.949,0.138,0.14003,10.9068273216
Total,Less than HS,Natural opioid,2016-02-29,2016-02-01,0.23472,0.07796000000000002,NA,NA,NA,NA,NA,10.8610272144
Total,Less than HS,Natural opioid,2016-03-31,2016-03-01,0.23376000000000002,0.07171000000000001,NA,NA,NA,NA,NA,10.815144835200002
